PlayTime	637438859978571812
TimeScale	1
CircuitName	OvalTrack
CircuitId	f7f6758f18cd145722af32d2174f27c6
CircuitLength	278.9362
PlayerName	欧阳双钻_KartClassic_0
CarName	欧阳双钻_KartClassic_0
TotalLapCount	1
TotalCarCount	1
CircuitPosition	0.0, 0.0, 0.0
CarPosition	9974	8.0,1.0,-27.8	0.0000	0.0,-0.2,0.0
CarPosition	159647	8.0,1.0,-27.8	0.0000	0.0,-0.6,0.0
CarPosition	321069	8.0,1.0,-27.8	0.0000	0.0,-1.0,0.0
CarPosition	490378	8.0,1.0,-27.8	0.0000	0.0,-1.4,0.0
CarPosition	658306	8.0,0.9,-27.8	0.0000	0.0,-1.4,0.0
CarPosition	824739	8.0,0.9,-27.8	0.0000	0.1,-1.6,0.0
CarPosition	1005052	8.0,0.9,-27.8	0.0000	-0.1,-0.7,0.0
CarPosition	1167002	8.0,0.9,-27.8	0.0000	0.1,0.0,0.0
CarPosition	1326128	8.0,0.9,-27.8	0.0000	0.2,-0.2,0.0
CarPosition	1496515	8.0,0.9,-27.8	0.0000	0.3,-0.4,0.0
CarPosition	1666786	8.0,0.9,-27.8	0.0000	0.3,-0.4,0.0
CarPosition	1836845	8.0,0.9,-27.8	0.0000	0.3,-0.1,0.0
CarPosition	2017903	8.0,0.9,-27.8	0.0000	0.4,-0.3,0.0
CarPosition	2182779	8.0,0.9,-27.8	0.0000	0.6,-0.5,0.0
CarPosition	2342374	8.0,0.9,-27.8	0.0000	0.8,0.0,0.1
CarPosition	2512274	8.1,0.9,-27.8	0.0000	1.0,-0.2,0.1
CarPosition	2675684	8.1,0.9,-27.8	0.0000	1.0,-0.2,0.1
CarPosition	2854171	8.1,0.9,-27.8	0.0001	1.2,-0.1,0.1
CarPosition	3037955	8.1,0.9,-27.8	0.0002	1.4,0.0,0.1
CarPosition	3178439	8.1,0.9,-27.8	0.0003	1.6,-0.2,0.1
CarPosition	3348118	8.2,0.9,-27.8	0.0004	1.8,0.0,0.2
CarPosition	3519416	8.2,0.9,-27.8	0.0005	2.0,-0.2,0.2
CarPosition	3689671	8.2,0.9,-27.8	0.0006	2.2,0.0,0.3
CarPosition	3858194	8.3,0.9,-27.7	0.0007	2.2,0.0,0.3
CarPosition	4037706	8.3,0.9,-27.7	0.0009	2.4,-0.2,0.3
CarPosition	4199331	8.4,0.9,-27.7	0.0010	2.6,0.0,0.3
CarPosition	4360616	8.4,0.9,-27.7	0.0012	2.7,-0.2,0.3
CarPosition	4532211	8.4,0.9,-27.7	0.0014	2.9,0.0,0.3
CarPosition	4701754	8.5,0.9,-27.7	0.0016	3.1,-0.2,0.3
CarPosition	4871300	8.5,0.9,-27.7	0.0017	3.1,-0.2,0.3
CarPosition	5041102	8.6,0.9,-27.7	0.0019	3.3,0.0,0.3
CarPosition	5211550	8.7,0.9,-27.7	0.0022	3.5,-0.2,0.2
CarPosition	5374573	8.7,0.9,-27.7	0.0024	3.6,0.0,0.1
CarPosition	5543175	8.8,0.9,-27.7	0.0026	3.8,-0.2,0.1
CarPosition	5714087	8.8,0.9,-27.7	0.0028	3.9,0.0,0.0
CarPosition	5874642	8.9,0.9,-27.7	0.0031	3.9,0.0,0.0
CarPosition	6053154	9.0,0.9,-27.7	0.0033	4.1,-0.2,-0.1
CarPosition	6222733	9.1,0.9,-27.7	0.0036	4.2,0.0,-0.1
CarPosition	6382308	9.1,0.9,-27.7	0.0038	4.3,-0.2,-0.2
CarPosition	6549226	9.2,0.9,-27.7	0.0041	4.4,0.0,-0.2
CarPosition	6728383	9.3,0.9,-27.7	0.0044	4.5,-0.2,-0.3
CarPosition	6888013	9.3,0.9,-27.7	0.0046	4.5,-0.2,-0.3
CarPosition	7070910	9.4,0.9,-27.7	0.0049	4.6,0.0,-0.3
CarPosition	7231621	9.5,0.9,-27.7	0.0052	4.7,-0.2,-0.4
CarPosition	7395375	9.6,0.9,-27.8	0.0055	4.9,0.0,-0.4
CarPosition	7565575	9.7,0.9,-27.8	0.0058	5.0,-0.2,-0.5
CarPosition	7735957	9.7,0.9,-27.8	0.0061	5.2,0.0,-0.5
CarPosition	7916816	9.8,0.9,-27.8	0.0064	5.3,-0.2,-0.6
CarPosition	8066447	9.9,0.9,-27.8	0.0068	5.3,-0.2,-0.6
CarPosition	8247737	10.0,0.9,-27.8	0.0071	5.5,0.0,-0.7
CarPosition	8410035	10.1,0.9,-27.8	0.0075	5.6,-0.2,-0.8
CarPosition	8576819	10.2,0.9,-27.8	0.0078	5.7,0.0,-0.9
CarPosition	8746696	10.3,0.9,-27.8	0.0082	5.9,-0.2,-1.0
CarPosition	8916552	10.4,0.9,-27.9	0.0085	6.0,0.0,-1.1
CarPosition	9079786	10.5,0.9,-27.9	0.0089	6.0,0.0,-1.1
CarPosition	9252556	10.6,0.9,-27.9	0.0093	6.1,-0.2,-1.1
CarPosition	9414165	10.7,0.9,-27.9	0.0097	6.2,0.0,-1.1
CarPosition	9591692	10.8,0.9,-27.9	0.0100	6.3,-0.2,-1.1
CarPosition	9752375	10.9,0.9,-28.0	0.0104	6.4,0.0,-1.2
CarPosition	9931923	11.0,0.9,-28.0	0.0108	6.5,-0.2,-1.2
CarPosition	10094198	11.1,0.9,-28.0	0.0111	6.7,0.0,-1.2
CarPosition	10255431	11.3,0.9,-28.0	0.0113	6.7,0.0,-1.2
CarPosition	10433912	11.4,0.9,-28.0	0.0117	6.8,-0.2,-1.1
CarPosition	10593452	11.5,0.9,-28.1	0.0121	6.9,0.0,-1.1
CarPosition	10766294	11.6,0.9,-28.1	0.0126	7.0,-0.2,-1.1
CarPosition	10945018	11.7,0.9,-28.1	0.0130	7.2,0.0,-1.1
CarPosition	11105957	11.8,0.9,-28.1	0.0134	7.3,-0.2,-1.1
CarPosition	11268325	12.0,0.9,-28.1	0.0139	7.3,-0.2,-1.1
CarPosition	11437916	12.1,0.9,-28.2	0.0143	7.3,0.0,-1.2
CarPosition	11608403	12.2,0.9,-28.2	0.0148	7.4,-0.2,-1.3
CarPosition	11780550	12.3,0.9,-28.2	0.0152	7.5,0.0,-1.3
CarPosition	11952928	12.5,0.9,-28.2	0.0157	7.6,-0.2,-1.3
CarPosition	12114996	12.6,0.9,-28.2	0.0161	7.7,0.0,-1.0
CarPosition	12285555	12.7,0.9,-28.3	0.0166	7.7,0.0,-1.0
CarPosition	12451235	12.9,0.9,-28.3	0.0171	7.9,-0.2,-0.8
CarPosition	12623974	13.0,0.9,-28.3	0.0176	8.0,0.0,-0.7
CarPosition	12792802	13.1,0.9,-28.3	0.0180	8.1,-0.2,-0.6
CarPosition	12962610	13.3,0.9,-28.3	0.0185	8.2,0.0,-0.4
CarPosition	13124290	13.4,0.9,-28.3	0.0190	8.2,-0.2,-0.5
CarPosition	13296576	13.5,0.9,-28.3	0.0195	8.3,0.0,-0.5
CarPosition	13461341	13.7,0.9,-28.3	0.0200	8.3,0.0,-0.5
CarPosition	13633349	13.8,0.9,-28.3	0.0205	8.4,-0.2,-0.4
CarPosition	13804071	14.0,0.9,-28.3	0.0210	8.5,0.0,-0.3
CarPosition	13976402	14.1,0.9,-28.3	0.0215	8.5,-0.2,-0.3
CarPosition	14137876	14.3,0.9,-28.3	0.0220	8.6,0.0,-0.6
CarPosition	14300633	14.4,0.9,-28.3	0.0224	8.7,-0.2,-0.7
CarPosition	14470453	14.5,0.9,-28.4	0.0229	8.7,-0.2,-0.7
CarPosition	14648144	14.7,0.9,-28.4	0.0234	8.7,0.0,-0.8
CarPosition	14807738	14.8,0.9,-28.4	0.0239	8.8,-0.2,-1.0
CarPosition	14988455	15.0,0.9,-28.4	0.0245	8.9,0.0,-1.1
CarPosition	15140725	15.1,0.9,-28.4	0.0250	8.9,-0.2,-1.1
CarPosition	15310335	15.3,0.9,-28.5	0.0255	9.0,0.0,-1.2
CarPosition	15481111	15.4,0.9,-28.5	0.0260	9.0,0.0,-1.2
CarPosition	15649640	15.6,0.9,-28.5	0.0266	9.0,-0.2,-1.2
CarPosition	15821132	15.7,0.9,-28.5	0.0271	9.0,0.0,-1.3
CarPosition	15998677	15.9,0.9,-28.5	0.0277	9.1,-0.2,-1.3
CarPosition	16159310	16.1,0.9,-28.6	0.0282	9.2,0.0,-1.2
