PlayTime	637443370128428316
TimeScale	1
CircuitName	OvalTrack
CircuitId	f7f6758f18cd145722af32d2174f27c6
CircuitVersion	0	//circuit.Version未完成
CircuitLength	278.9362
PlayerName	欧阳双钻_KartClassic_0
CarName	欧阳双钻_KartClassic_0
AgentName	ArcadeKartAgent	//AgentName未完成
ModelName	AI_Racer1	//ModelName未完成
ModelMD5	ModelMD5未完成
BehaviorType	1	//0-Default 1-HeuristicOnly 2-InferenceOnly
TotalLapCount	1
MatchId	20201223161650_66bc7fd448dce223a6b5563d1721670c
TotalCarCount	1
CircuitPosition	0.0, 0.0, 0.0
CarPosition	49970	8.0,1.0,-27.4	0.0000	0.0,-1.0,0.0
CarPosition	648582	8.0,1.0,-27.4	0.0000	0.0,-1.0,0.0
CarPosition	941572	8.0,1.0,-27.4	0.0000	0.0,-1.4,0.0
CarPosition	1111439	8.0,0.9,-27.4	0.0000	0.0,-1.6,0.0
CarPosition	1282483	8.0,0.9,-27.4	0.0000	-0.1,-0.7,0.0
CarPosition	1444060	8.0,0.9,-27.4	0.0000	-0.1,-0.7,0.0
CarPosition	1623152	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	1783693	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	1952258	8.0,0.9,-27.4	0.0000	0.0,-0.4,0.0
CarPosition	2132211	8.0,0.9,-27.4	0.0000	0.0,-0.1,0.0
CarPosition	2293275	8.0,0.9,-27.4	0.0000	0.0,-0.3,0.0
CarPosition	2454971	8.0,0.9,-27.4	0.0000	0.0,-0.3,0.0
CarPosition	2623141	8.0,0.9,-27.4	0.0000	0.0,-0.5,0.0
CarPosition	2793004	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	2954330	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	3126756	8.0,0.9,-27.4	0.0000	0.0,-0.1,0.0
CarPosition	3297233	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	3467315	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	3637811	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	3816966	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	3976533	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	4146076	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	4308049	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	4479941	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	4649517	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	4810297	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	4982021	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	5151962	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
CarPosition	5320804	8.0,0.9,-27.4	0.0000	0.0,0.0,0.0
CarPosition	5492006	8.0,0.9,-27.4	0.0000	0.0,-0.2,0.0
